Sample Index,Condition,Text_SubjectiveLit Generated,Text_SubjectiveLit True,Text_Anxiety Generated,Text_Anxiety True,Text_Numeracy Generated,Text_Numeracy True,Text_TrustPhys Generated,Text_TrustPhys True
3,holdout_Text_Anxiety.jsonl,"While I believe that I do have the basic ability to understand health information, I do struggle with more complex issues and medical jargon. Often times, this necessitates repeated explanations from my doctor or the need to research further on my own. However, on a positive note, I am fairly resourceful and I do make an effort to understand my health needs and options. However, it takes some time for me to fully absorb and process everything to make an informed decision.",Regarding the questions I was just asked I do have a lot of questions while filling put things. I need help a lot Keith them. ,"I always find myself worrying about what they might find. You know, you hear stories of people going for a routine check-up and then they discover they have some serious illness. It's irrational, I know, but it stresses me out. Plus, I'm not super comfortable with my weight and I'm always anxious about being weighed or having comments made about my size.",Because I feel like he doesn't really care if there is anything wrong with me he's just there to make money,"I actually once saved my best friend from a possible allergic reaction. She was about to enjoy a meal at a restaurant, but I noticed that the ingredients included something she was allergic to. Using my basic knowledge of allergy symptoms and prevention, I stopped her and the restaurant staff adjusted her meal accordingly. For me, it was a landmark moment of how thinking ahead and understanding basic health issues can make a huge difference. It motivated me to further educate myself about health and wellness topics.",I have had a lot of negative experiences based on that. But I am trying to eat healthier to be healthier ,"As I've mentioned earlier, my experience with my primary care physician has been a bit disconcerting. I felt that he didn't take the time to thoroughly assess my health concerns. Often, he seemed to diagnose me without conducting significant tests. I feel physicians should not just listen, but validate their patients' concerns with proper tests and evaluations. It's about trust and competence for me.",He doesn't always look into what is wrong with me.  He just assumes. I'll tell him what it wrong with me and he will say oh well it sounds like this and that but doesn't do any kid of tests at all. Thats not OK to hold someone's life in their hands
3,holdout_Text_Numeracy.jsonl,"I believe I have a fair capacity to understand and process basic health information. I might struggle here and there with complex medical terms or medications, but I'm confident in asking questions until I grasp the concepts. I think it's crucial to fully comprehend what's going on with my health in order to make proper decisions, and I actively engage in discussions and do my research to fulfill this role.",Regarding the questions I was just asked I do have a lot of questions while filling put things. I need help a lot Keith them. ,"The thing that makes me most anxious about visiting the doctor's office is the fear of hearing bad news regarding my health. I also get anxious about the potential costs as I don't make very much each year and medical bills can be very high. Lastly, I sometimes worry that the doctor won't listen to my concerns or take my symptoms seriously. The whole experience can be very stress-inducing.",Because I feel like he doesn't really care if there is anything wrong with me he's just there to make money,"Sure, there was an experience that happened a few years ago when my father was dealing with severe stomach pains. The doctors weren't able to identify the root cause initially, and they suggested it might be due to gastritis. But thanks to my curiosity and a bit of research, I found out that his symptoms were closely aligning with Gallbladder stones. Later on, after insisting on getting tests related to this, it was revealed he indeed had Gallbladder stones. It's hard not to",I have had a lot of negative experiences based on that. But I am trying to eat healthier to be healthier ,"I often feel distrusted towards my primary care physician because I have the impression that he might not prioritize the overall understanding of my health condition, I feel like he jumps to conclusions rather quickly without conducting necessary tests. I sometimes worry that he's just trying to get through his patient list for the day, rather than really focusing on my health. It seems as though it's more about the business than genuine patient care for him.",He doesn't always look into what is wrong with me.  He just assumes. I'll tell him what it wrong with me and he will say oh well it sounds like this and that but doesn't do any kid of tests at all. Thats not OK to hold someone's life in their hands
3,holdout_Text_SubjectiveLit.jsonl,"I feel pretty confident in my ability. Even though I only have a high school degree, I read a lot and learn about health issues online and in books. And if I don't understand something, I make sure to ask questions. I doesn't let me being economically limited limit my knowledge and understanding of my health. I do realize though, there's always more to learn about health.",Regarding the questions I was just asked I do have a lot of questions while filling put things. I need help a lot Keith them. ,"I think the uncertainty and the lack of control really get to me. I am always worried about a new health issue being discovered that I wasn't aware of. Plus, the environment can be a little sterile and impersonal, which makes me feel more like a number than an actual person. The wait time also adds to my nervousness – by the time I get to see the doctor, my anxiety has often built up.",Because I feel like he doesn't really care if there is anything wrong with me he's just there to make money,"There was this one time I got a flu, and instead of getting panicked and rushing to the doctor, I decided to take care of myself at home. I had a good amount of knowledge about the things I needed to do - like resting, drinking a lot of fluids, and taking over-the-counter meds. I also knew that if my symptoms got severe, I should seek medical help. Thankfully, I recovered well. My understanding of such basic health issues really helped that time.",I have had a lot of negative experiences based on that. But I am trying to eat healthier to be healthier ,My trust towards doctors wavers because of the experiences I've had. I've found situations where it seems they do quick diagnoses without proper examination or testing. It worries me to think they could miss something important because they're not being thorough. I believe trust would come if I had a doctor who showed genuine care and went the extra mile to make sure I'm okay.,He doesn't always look into what is wrong with me.  He just assumes. I'll tell him what it wrong with me and he will say oh well it sounds like this and that but doesn't do any kid of tests at all. Thats not OK to hold someone's life in their hands
3,holdout_Text_TrustPhys.jsonl,"I strongly believe I have a pretty good grasp on obtaining, processing, and understanding basic health information. This is because I take active measures to stay informed about my health conditions, research about them, and make decisions that align with maintaining my overall wellness. However, I occasionally feel overwhelmed with the medical jargon and complex explanations in the healthcare system, and sometimes struggle to make sense of the information. So, there is definitely room for improvement, but I am not entirely lost.",Regarding the questions I was just asked I do have a lot of questions while filling put things. I need help a lot Keith them. ,"It's not that easy to pinpoint one thing, but if I had to, it would be the uncertainty of what the doctor might find. Even though I try to live as healthy as I can, you never really know what hidden health issues could come up. Also, I always feel a bit judged about my weight and lifestyle, which can be nerve-wracking.",Because I feel like he doesn't really care if there is anything wrong with me he's just there to make money,I remember when I was diagnosed with pre-diabetes. I knew I had to make changes to prevent it from progressing to full-blown diabetes. I began researching about the condition and learned so much about the importance of diet and exercise in managing blood sugar levels. I also learned to monitor my blood glucose levels. This experience truly enlightened me on medical issues surrounding diabetes.,I have had a lot of negative experiences based on that. But I am trying to eat healthier to be healthier ,"It's pretty hard for me to trust doctors. In my experience, it feels like they always disregard my concerns and just brush me off. Sometimes it seems like they are more interested in their paycheck than my health, which makes it really tough to trust them. However, I know they have a lot of knowledge and training, so I still go when I need medical help. I'm often left with a feeling of uncertainty though.",He doesn't always look into what is wrong with me.  He just assumes. I'll tell him what it wrong with me and he will say oh well it sounds like this and that but doesn't do any kid of tests at all. Thats not OK to hold someone's life in their hands
3,Baseline Zero Shot,"I feel confident about my capacity to obtain, process, and understand basic health information and services needed to make appropriate health decisions. I actively engage in conversations about my health, I ask questions when I don't understand something, and I regularly research health-related topics. However, sometimes, complex medical jargon can be a barrier to fully understand certain concepts, but I usually request clarifications until I comprehend the details. So overall, I'd say my health literacy is quite high.",Regarding the questions I was just asked I do have a lot of questions while filling put things. I need help a lot Keith them. ,"I often feel highly anxious about the possibility of receiving some bad news about my health. The uncertainty of not knowing and the fear of potential medical procedures also contribute to my anxiety. Apart from that, I'm not particularly comfortable with medical equipment, and the clinical environment tends to make me quite uneasy. Lastly, I worry about the judgment or lack of understanding from the doctor.",Because I feel like he doesn't really care if there is anything wrong with me he's just there to make money,"During my college years, I lived with a roommate who was diagnosed with Type 1 Diabetes. Because of her diagnosis, we both made it a point to thoroughly educate ourselves about her condition. I aided her in managing her insulin injections, maintaining a healthy diet, implementing a consistent exercise routine, and monitoring her blood sugar levels. We attended diabetes education classes together and I read up extensively on the subject to understand the intricacies of the condition as much as I could. Through this experience, I gained a",I have had a lot of negative experiences based on that. But I am trying to eat healthier to be healthier ,"I predominantly trust my primary care physician due to his professionalism and ability to listen. Over time, he has consistently shown interest in my health concerns, giving detailed analysis and consideration before making any medical decisions. His empathy puts me at ease and I feel that he genuinely cares about my well-being. However, on a few occasions, he has seemed a bit rushed, possibly due to his busy schedule, and this often leaves me feeling slightly doubtful about whether he gives comprehensive thought to my case. Nonetheless, I",He doesn't always look into what is wrong with me.  He just assumes. I'll tell him what it wrong with me and he will say oh well it sounds like this and that but doesn't do any kid of tests at all. Thats not OK to hold someone's life in their hands
3,no_system_prompt.jsonl,"I believe I have a moderate capacity to understand basic health information and make appropriate decisions. I usually try doing my own research to understand more about whatever condition or illness I may be experiencing. However, sometimes medical jargon can be confusing and I do rely on my physician to break down complex matters into simpler, comprehensible information.",Regarding the questions I was just asked I do have a lot of questions while filling put things. I need help a lot Keith them. ,"The most anxious and worrisome thing while visiting the doctor's office for me is the uncertainty. Not knowing what they might find during the examination or tests. Also, I worry about not being understood or taken seriously when I express my symptoms and concerns. The atmosphere, cold and clinical, can also feel impersonal and intimidating.",Because I feel like he doesn't really care if there is anything wrong with me he's just there to make money,"I once had a persistent cough that lasted for weeks. I initially thought it was due to common cold. But after some research and reading about my symptoms online, I thought it could be a case of whooping cough and I decided to consult a physician. The doctor confirmed my suspicions after some tests. It really opened my eyes to the importance of taking charge of my own health.",I have had a lot of negative experiences based on that. But I am trying to eat healthier to be healthier ,"I current have issues in trusting my primary care physician because I feel that he often rushes to conclusions without conducting necessary tests. My health is important and it requires thorough analysis, not just basic assessments. Sometimes, it feels like the focus is more on getting patients through the process quickly rather than providing comprehensive care.",He doesn't always look into what is wrong with me.  He just assumes. I'll tell him what it wrong with me and he will say oh well it sounds like this and that but doesn't do any kid of tests at all. Thats not OK to hold someone's life in their hands
4,all_4.jsonl,"Given my educational background and awareness about self-care, I feel I have a high capacity to obtain, process, and understand basic health information. I think it's essential in making informed decisions regarding my health. However, being fully aware that I am not a medical professional, I always validate my understanding and decisions in coordination with healthcare providers.","I feel that I am able to ask clarifying questions in order to continue post-visit treatment, based on my diagnosis.","The thing that makes me most worried when visiting the doctor's office is the uncertainty. I tend to overthink things and sometimes worry about the worst-case scenario. I think taking care of health is necessary but not always a guarantee, and that can be anxiety-inducing when faced with potential health issues.","I usually have to go to the doctor for sick visits.  In that frame of mind, I am already uncomfortable.  I am usually worried that I will have a long way to recovery, or I will need to take expensive medication.","A few years back, I had to deal with a sudden onset of severe allergic reactions. I had never faced anything like that before, so I took it upon myself to research extensively about allergies, different types of allergens, how my daily routine can impact my health, etc. It was an intense learning phase which made me realize the crucial role our habits and environment play in our overall health. It also taught me how to communicate effectively with my doctor, ask the right questions and understand medical jargon","My father is a dentist and my mother is an RN.  I was taught to read labels, ask questions and get concrete evidence when evaluating medical decisions.","I trust my primary physician primarily because I've had a longstanding relationship with them. They've demonstrated over time that they prioritize my health and well-being, are knowledgeable, and communicate effectively. However, I question any doctor who seems overly busy or distracted, because dedicating time and attention to each patient's unique situation is essential.","I trust my primary physician because I take the time to ask them questions and gauge their answer.  If they do not seem to speak as if they have my needs in their consideration, I switch physicians."
4,conditioning_on_all.jsonl,"As someone who strongly values organization and dependability, I believe I am quite capable of obtaining, processing, and understanding the basic health information necessary to make proper decisions regarding my wellbeing. My graduate level education provided me with the skills to research and comprehend complex information, including health related topics. However, I must admit that while I have the ability to make informed health decisions, I don't consistently prioritize doing so. I do take care of my health to some extent, but it isn't always my main","I feel that I am able to ask clarifying questions in order to continue post-visit treatment, based on my diagnosis.","Even though I'm generally quite composed and pragmatic, visiting the doctor's office does stir a small degree of anxiety in me. I believe it's the uncertainty that troubles me most - the fear of potential health problems, even though I understand that maintaining perfect health is not entirely in my hands. I'm quite methodical in my daily life, so not having control over these aspects can sometimes increase my stress levels. While I try to stay on top of my health, I sometimes worry that I am not","I usually have to go to the doctor for sick visits.  In that frame of mind, I am already uncomfortable.  I am usually worried that I will have a long way to recovery, or I will need to take expensive medication.","A couple of years ago, I developed a nagging cough and some fatigue which I initially brushed off as part of my busy lifestyle. However, the symptoms didn't go away, which made me approach the situation more seriously. Remembering from my graduate study that prolonged unexplained symptoms can sometimes signify issues, I scheduled an appointment with my doctor. It turned out that I was developing an early stage of pneumonia. My understanding that these symptoms shouldn't be ignored probably expedited my treatment and recovery. It","My father is a dentist and my mother is an RN.  I was taught to read labels, ask questions and get concrete evidence when evaluating medical decisions.","I generally trust my primary care physician because she consistently demonstrates professionalism and competency. She takes the time to explain medical conditions and treatments to me and listens attentively to my concerns, which I greatly appreciate. However, a certain degree of skepticism is also healthy. I understand that doctors are humans, prone to errors just like the rest of us. I do my research and ask questions to make sure I truly understand what is being recommended to me, and why. It doesn't mean a lack of trust,","I trust my primary physician because I take the time to ask them questions and gauge their answer.  If they do not seem to speak as if they have my needs in their consideration, I switch physicians."
4,holdout_Text_Anxiety.jsonl,"I believe I have a high capacity to obtain, understand, and process basic health information. My graduate degree has equipped me with strong analytical skills which I use in evaluating and making sense of medical and health-related information. However, while I acknowledge the importance of staying healthy, I do not always prioritize this, which sometimes limits my depth of understanding.","I feel that I am able to ask clarifying questions in order to continue post-visit treatment, based on my diagnosis.","What causes me the most anxiety is the fear of the unknown. I fret about the potential for bad news, like if they perform tests and discover a problem. So, I tend to delay or neglect routine check-ups when I feel well.","I usually have to go to the doctor for sick visits.  In that frame of mind, I am already uncomfortable.  I am usually worried that I will have a long way to recovery, or I will need to take expensive medication.","A few years ago, I noticed a strange rash on my arm. Instead of ignoring it, I remembered my knowledge about potential skin conditions and immediately scheduled an appointment with a dermatologist. It turned out to be an early stage of skin cancer, which was successfully treated because it was detected early. This experience affirmed my belief in the importance of being proactive and informed about health matters.","My father is a dentist and my mother is an RN.  I was taught to read labels, ask questions and get concrete evidence when evaluating medical decisions.","I have high trust in my primary care physician because over the years, we've built a rapport and he's consistently shown me a high level of care and expertise. He listens to my concerns, takes the time to explain medical issues in a way that I can understand, and makes informed decisions. It's also comforting to know that he remains up-to-date with medical advancements in his field. However, I also make sure to voice my opinion or preference when it comes to my health, rather than blindly","I trust my primary physician because I take the time to ask them questions and gauge their answer.  If they do not seem to speak as if they have my needs in their consideration, I switch physicians."
4,holdout_Text_Numeracy.jsonl,"Given my graduate education, I believe I have the capacity to clearly understand, process and use health information. I can search for and comprehend the medical information provided online or in various medical books quite easily. I feel comfortable discussing health issues and asking my doctor any clarifying questions. However, I also recognize that doctors have specialized knowledge that I don't, and I put good stock in their judgments and recommendations.","I feel that I am able to ask clarifying questions in order to continue post-visit treatment, based on my diagnosis.","The most anxiety-inducing aspect for me is the uncertainty. Not knowing what the doctor may find or diagnose me with, whether it's related to the reason for my visit or something completely unexpected, can be nerve-wracking. Also, the potential waiting period for results can make me feel worried.","I usually have to go to the doctor for sick visits.  In that frame of mind, I am already uncomfortable.  I am usually worried that I will have a long way to recovery, or I will need to take expensive medication.","Several years ago, I had a friend who started experiencing frequent stomach-aches. Instead of brushing it off, I drew from my understanding of medical issues and advised her to go visit a doctor, suspecting it could be more than just random stomach trouble. Coincidentally, it was later revealed that she had gallstones, which could have resulted in major complications had it been ignored. This reflects my ability to apply my health knowledge in real-life situations.","My father is a dentist and my mother is an RN.  I was taught to read labels, ask questions and get concrete evidence when evaluating medical decisions.","I tend to trust my primary care physician because I've always felt heard and respected by them. They take the time to explain things to me in a way that I understand and often follow up with additional resources for me to check out. They maintain a professional and consistent approach to my care, showing their commitment and dedication. However, I know it's crucial to stay informed and ask questions, so I ensure I do my part in our doctor-patient relationship as well.","I trust my primary physician because I take the time to ask them questions and gauge their answer.  If they do not seem to speak as if they have my needs in their consideration, I switch physicians."
4,holdout_Text_SubjectiveLit.jsonl,"Given my educational background and the values imparted by my parents, I feel quite competent in my ability to obtain, process, and understand basic health information. I make sure I stay informed and always ask my physicians to explain things thoroughly, if needed. Therefore, I would say I have a fairly high capacity to make appropriate health decisions. However, I also realize that I don't know everything and need to rely on the expertise of professionals in the medical field.","I feel that I am able to ask clarifying questions in order to continue post-visit treatment, based on my diagnosis.","My greatest anxiety when visiting the doctors office usually revolves around the uncertainty of what the diagnosis might be, especially if I'm there because of an unexplained symptom or pain. I also worry about the possibility of needing invasive treatments or surgeries. Despite the trust I have in my physician, the fear of the unknown can be quite unnerving.","I usually have to go to the doctor for sick visits.  In that frame of mind, I am already uncomfortable.  I am usually worried that I will have a long way to recovery, or I will need to take expensive medication.","Years ago, I had an inexplicable rash that just wasn't going away despite multiple visits to the doctor. Since I am in the habit of reading up about health issues, I had my suspicions about it being an allergic reaction to a certain material. When I mentioned this to my doctor, he was skeptical but agreed to an allergy test anyway. Turns out it was indeed an allergy. This experience reinforced my belief in the importance of being proactive and informed when it comes to health matters.","My father is a dentist and my mother is an RN.  I was taught to read labels, ask questions and get concrete evidence when evaluating medical decisions.","I do trust my primary care physician, mostly because she has always been open and transparent with me. She takes the time to answer all my questions and never makes me feel rushed during our consultations. I admit there have been instances where misdiagnoses have happened, but generally, I believe she has my best interest at heart. I appreciate her efforts to explain everything in detail, which gives me confidence in her expertise and decisions.","I trust my primary physician because I take the time to ask them questions and gauge their answer.  If they do not seem to speak as if they have my needs in their consideration, I switch physicians."
4,holdout_Text_TrustPhys.jsonl,"As an educated and knowledgeable individual, I believe I have the capacity to obtain, process, and understand basic health information quite well. I studied academically and know how to become informed about complex topics. However, I am aware that health and medical issues can be complex and change over time, so I rely on my healthcare providers to guide me, though I always do my own research too. I feel I am pretty adept at making appropriate health decisions based on the information and services available.","I feel that I am able to ask clarifying questions in order to continue post-visit treatment, based on my diagnosis.","What makes me most anxious when visiting the doctor's office is the uncertainty. The fear of the unknown, the anxiety about potentially receiving bad news or something being wrong with my health. I am worried that I could be diagnosed with a disease or condition that requires a major lifestyle change or long-term medication. It's also the clinical setting itself that makes me somewhat nervous.","I usually have to go to the doctor for sick visits.  In that frame of mind, I am already uncomfortable.  I am usually worried that I will have a long way to recovery, or I will need to take expensive medication.","Several years ago, I began experiencing frequent migraines. I sought medical assistance, but I also took it upon myself to research more about my condition. I learned about potential triggers and different coping mechanisms. I made dietary changes, adjusted my daily routines, and became more mindful of the signals my body was giving me. Over time, I was able to significantly decrease the frequency of my migraines. This experience proved to me that being proactive and knowledgeable about my health conditions can have a significant impact on my","My father is a dentist and my mother is an RN.  I was taught to read labels, ask questions and get concrete evidence when evaluating medical decisions.","I trust my primary care physician because I feel that she takes the time to listen to my health concerns and gives practical advice. She doesn't rush through appointments, but ensures that all my questions are answered and I understand my medical situation. She also keeps up to date with the latest in medical knowledge, which is really important to me.","I trust my primary physician because I take the time to ask them questions and gauge their answer.  If they do not seem to speak as if they have my needs in their consideration, I switch physicians."
4,Baseline Zero Shot,"I believe I have a strong capacity in obtaining, processing, and understanding basic health information and making appropriate health decisions. I regularly educate myself about health-related topics and analyze relevant information. I am confident in my ability to identify reliable sources and interpret information correctly. I have also had experience consulting various health services and understand the processes involved.","I feel that I am able to ask clarifying questions in order to continue post-visit treatment, based on my diagnosis.","I often feel anxious about the uncertainty of what they might find during the checkups. The thought of any potential health issues being discovered is quite daunting. Also, I worry about not being able to fully articulate my concerns or symptoms, which might lead to misdiagnosis or prolong the process of treatment. The clinical environment itself, such as the smell of disinfectant, the sight of medical apparatus, also triggers my anxiety.","I usually have to go to the doctor for sick visits.  In that frame of mind, I am already uncomfortable.  I am usually worried that I will have a long way to recovery, or I will need to take expensive medication.","During my college years, I had a roommate who was a diabetic. He was often careless about his diet and sometimes missed taking his insulin. I spent time learning about diabetes, its symptoms, and how to manage it. One night he had a diabetic emergency due to his high blood sugar levels. Because I had educated myself about the signs of severe hyperglycemia, I was able to identify what was happening and quickly called our resident healthcare provider. Had I not known the symptoms from my self-st","My father is a dentist and my mother is an RN.  I was taught to read labels, ask questions and get concrete evidence when evaluating medical decisions.","I generally trust my primary care physician due to his extensive medical knowledge and years of practice. He not only treats my physical ailments but also pays attention to my overall well-being, often going above and beyond to provide valuable and comprehensive healthcare guidance. He genuinely shows interest in my health and is always patient irrespective of my trivial concerns. However, I sometimes distrust him as he tends to overemphasize medication. He seems too quick to prescribe drugs without exploring non-pharmaceutical options. Also, the amount","I trust my primary physician because I take the time to ask them questions and gauge their answer.  If they do not seem to speak as if they have my needs in their consideration, I switch physicians."
4,no_system_prompt.jsonl,"I feel quite confident in my ability to obtain, process, and understand basic health information and services. My family background has given me a good understanding of medical terms and conditions, and I feel comfortable asking questions if there’s something I don't understand. I believe I can make sound decisions about my health, due to my ability to analyze and interpret health information accurately.","I feel that I am able to ask clarifying questions in order to continue post-visit treatment, based on my diagnosis.","One thing that makes me feel quite anxious when visiting the doctor's office is the fear of the unknown, especially when I'm there for a diagnosis of a symptom I've been experiencing. The wait for the results or diagnosis can be nerve-wracking. Additionally, I have a bit of ""white coat syndrome,"" so my blood pressure tends to rise just from being in a medical environment.","I usually have to go to the doctor for sick visits.  In that frame of mind, I am already uncomfortable.  I am usually worried that I will have a long way to recovery, or I will need to take expensive medication.","A few years ago, I had a persistent cough that wasn't getting better with over-the-counter treatments. Using my knowledge acquired from studying biology in university, I suspected it might be a bacterial infection and not just a common cold. I made an appointment with my doctor and insisted on a detailed check-up. My hunch proved correct when the tests confirmed I had bronchitis. I was prescribed antibiotics, took them as recommended, and made a full recovery. This experience affirmed my ability to identify and","My father is a dentist and my mother is an RN.  I was taught to read labels, ask questions and get concrete evidence when evaluating medical decisions.","I have trust in my primary care physician because they have always been very thorough in their examinations and clear in explaining my medical conditions to me. They have shown genuine concern for my wellness, and they always make me feel comfortable during visits. In addition, their explanations and advice have always proved accurate and effective in coping with my health concerns.","I trust my primary physician because I take the time to ask them questions and gauge their answer.  If they do not seem to speak as if they have my needs in their consideration, I switch physicians."
5,all_4.jsonl,"I think I have a fair capacity to obtain and process basic health information. Being a college graduate, I'm certainly able to understand and interpret the information. However, I don't always prioritize learning about health, so I may not always be up to date on the latest health recommendations or services. I do make efforts to stay healthy and make good decisions, but I may not always be as proactive as I could be.",I can comprehend  basic health I formation and can make decisions if I have the necessary and correct information.,"My biggest worry when visiting the doctor's office is the potential for receiving bad news about my health. I'm always concerned that a routine check-up might reveal an unforeseen health problem. In addition, I find myself anxious about the waiting, whether for the initial consultation or for results of tests. It feels like the uncertainty can be stress-inducing sometimes.",My blood pressure always goes up at doctors.  Know will have to wait for results.  Sometimes doctor acts like his time is more important than you,"At a certain point, I had to care for my husband who was diagnosed with diabetes. It wasn't easy, but I learned about blood sugar levels, how to manage a diet for a diabetic, and the importance of regular exercise. I helped monitor his medications and made sure he was following the doctor's advice consistently. It was a difficult time, but it increased my understanding of chronic health conditions like diabetes.",Helped my mother with her cancer.  Learned a lot about lymphoma and leukemia.  Also about chemotherapy and blood tests of red and white blood cells.,"Well, you know, I've interacted with several doctors over time, and I have mixed feelings. I've come across some doctors who are very patient and understanding, while others seem hurried or dismissive. I sometimes feel like they're more interested in getting to the next person rather than listening to my concerns. They do have a wealth of knowledge, but the trust... Well, it comes and goes depending on the individual.",Feel doctors treat overweight patients a little differently.  Also led some by drug and insurance companies. Too many unnecessary tests.
5,conditioning_on_all.jsonl,"I believe I have a fair grasp on obtaining, processing, and understanding basic health information as a result of being a college graduate and having a natural curiosity about the world. However, I don't always put that knowledge into action when it comes to making the best health decisions. I think it's partly due to my ambivalence about whether maintaining a healthy lifestyle truly guarantees lifelong health. Sometimes I make efforts to take good care of myself, but other times I don't make it a priority.",I can comprehend  basic health I formation and can make decisions if I have the necessary and correct information.,"When I visit the doctor's office, what makes me feel most anxious is the uncertainty of the situation. I worry about what they may find, even with just routine tests like blood work. I am not always the best at keeping up my health, so the idea of being judged for that makes me nervous too. I also fret about potentially having to manage new medications or treatments – it feels overwhelming to think about, especially if I would to make significant lifestyle changes. The entire medical environment can feel very",My blood pressure always goes up at doctors.  Know will have to wait for results.  Sometimes doctor acts like his time is more important than you,"Several years ago, I developed a recurrent cough that I initially ignored, despite having a fair amount of knowledge about health and medical issues from my years of academia. But, it persisted longer than a standard cold should last. Knowing from my background in medical science about the dangers of sustained respiratory issues, I decided to consult a professional. Turns out, it was an early stage pneumonia. Had I ignored it for much longer, it could have been far more detrimental. This circumstance reinforced my understanding that even though",Helped my mother with her cancer.  Learned a lot about lymphoma and leukemia.  Also about chemotherapy and blood tests of red and white blood cells.,"Well, I do have a primary care physician and our relationship is a bit of a mixed bag. I am not one to completely distrust but I also don't trust blindly if you know what I mean. In some ways, I do trust my physician because I believe he has the training and expertise to understand my health conditions and what measures need to be taken to address them. However, sometimes I get the feeling that he's too rushed, not really taking the time to listen to my health concerns.",Feel doctors treat overweight patients a little differently.  Also led some by drug and insurance companies. Too many unnecessary tests.
5,holdout_Text_Anxiety.jsonl,"I believe I have a fair amount of capacity to obtain, process, and understand basic health information. I'm not a health professional, but being well-educated and having dealt with health issues within my family, I'm quite able to grasp medical terms and conditions. However, I'd always prefer to seek advice from a professional to make crucial health decisions.",I can comprehend  basic health I formation and can make decisions if I have the necessary and correct information.,"I get anxious when I think about the results of the tests and examinations. I worry about what they might find, and that it might be something serious that I'm not prepared to deal with especially at my age. Plus, the feeling of being judged about my lifestyle and health choices, due to my weight, is something that I find quite distressful.",My blood pressure always goes up at doctors.  Know will have to wait for results.  Sometimes doctor acts like his time is more important than you,"A few years ago I had to act as a caregiver for my sister who was going through a severe bout of diabetes. I learned a lot about maintaining a proper diet, the importance of regularly taking prescribed medication and regular check-ups. I also had to familiarize myself with how to monitor and respond to hypoglycemic episodes. This experience widened my knowledge about managing chronic diseases.",Helped my mother with her cancer.  Learned a lot about lymphoma and leukemia.  Also about chemotherapy and blood tests of red and white blood cells.,"Well, I have mixed feelings about doctors in general. I respect their expertise and I know they can provide me with critical information and care when I need it. However, I have also experienced that they can be dismissive and rushed. I also can't shake off the feeling that sometimes the tests they recommend seem more for their benefit than for my health. It feels like they are driven by drug companies and insurance requirements more than patient-centered care. But despite this, I try to trust their judgment as",Feel doctors treat overweight patients a little differently.  Also led some by drug and insurance companies. Too many unnecessary tests.
5,holdout_Text_Numeracy.jsonl,"I feel that I have a fair capacity to understand and process basic health information. However, I believe that the medical jargon can often be complex and overwhelming. I do seek clarification when I need it. As for health decisions, it depends on the nature and seriousness of the matter. I can decide for common issues, but for serious health matters, I prefer to rely on the expertise of my physician, because they are more knowledgeable on such matters.",I can comprehend  basic health I formation and can make decisions if I have the necessary and correct information.,"What makes me feel most anxious when visiting the doctor's office is the fear of receiving bad health news. Additionally, I worry that I might not fully understand what the doctor is explaining to me or the kinds of medical jargon they might use. The other thing that bothers and makes me anxious is the feeling that the doctor might keep me waiting for too long. This shows lack of respect for my time which I value a lot.",My blood pressure always goes up at doctors.  Know will have to wait for results.  Sometimes doctor acts like his time is more important than you,"There was a time when I experienced persistent coughing and tiredness. From the health information and knowledge I had gained over the years, I suspected it could be more than just a common cold. I visited the doctor and insisted on further tests. It turned out I had an early stage of pneumonia, and we were able to treat it on time. Had I ignored the symptoms, things could have been much worse. This experience showed me that having some basic understanding of health issues is critical.",Helped my mother with her cancer.  Learned a lot about lymphoma and leukemia.  Also about chemotherapy and blood tests of red and white blood cells.,"I find it hard to completely trust doctors. I sometimes feel like they're quick to diagnose and prescribe medication without considering all aspects of my health or lifestyle. I also wonder if their judgments are affected by outside interests such as pharmaceutical companies. However, I recognize the importance of their knowledge and expertise, so I do value their role in my healthcare.",Feel doctors treat overweight patients a little differently.  Also led some by drug and insurance companies. Too many unnecessary tests.
5,holdout_Text_SubjectiveLit.jsonl,I feel quite capable of understanding basic health information. My past experiences with my mother's health issues have taught me a lot and this knowledge helps me make correct decisions regarding my own health. I wouldn't shy away from asking questions or seeking more information if I don't understand something.,I can comprehend  basic health I formation and can make decisions if I have the necessary and correct information.,"The fear of receiving devastating news makes me anxious. Additionally, the clinical environment with all the medical tools and machinery is a bit intimidating. There's also the worry that perhaps the doctor may not take my concerns seriously.",My blood pressure always goes up at doctors.  Know will have to wait for results.  Sometimes doctor acts like his time is more important than you,"I cared for my elderly husband when he had a stroke. I had to learn about his medications, the different therapies, physical and occupational, he had to go through during his recovery. I also learnt about proper nutrition for a stroke patient to prevent recurrence. It was both an emotional and physically challenging period but I learned a lot about stroke management.",Helped my mother with her cancer.  Learned a lot about lymphoma and leukemia.  Also about chemotherapy and blood tests of red and white blood cells.,"There's an underlying mistrust I have about doctors. With their hurried demeanor, it feels as though they're always rushed and don't take the time to connect with me on a personal level. Add to that, I have often had the sense they're not giving me the full picture and would hold back on certain information. Also, I've seen how they interact with pharmaceutical companies and I suspect their decisions are influenced. All these factors have impacted my trust towards them.",Feel doctors treat overweight patients a little differently.  Also led some by drug and insurance companies. Too many unnecessary tests.
