,Sample Index,Condition,Question,Similarity,Generated Response,True Label
13,0,holdout_Text_Numeracy.jsonl,Text_Anxiety,0.8579016837497356,"Yes, I do feel some anxiety when I meet doctors, primarily from the fear of receiving bad news about my health. I'm also worried about not being able to communicate my symptoms adequately or being misunderstood. The possibility of being judged for my lifestyle choices or body size can also add to the anxiety.",When I'm extreme sick I'm just anxious about what they are going to say. Usually at my doctor/hospital they have a set diagnosis for everything you come in with 
14,0,holdout_Text_Numeracy.jsonl,Text_Numeracy,0.6281368742786193,"Several years ago, I noticed that a family member was constantly short of breath and struggling even with normal day-to-day activities. I had come across similar symptoms in a health class I had taken and I suggested they see a doctor. Turns out, they were in the early stages of congestive heart failure. Because we caught it so early, treatment was effective and they are still with us today. It made me realize that basic health knowledge can be lifesaving. ","A friend when to the ER for a certain thing, the doctors told her it was something serious but what they told her it was needed to be tested to find that out so I told her she needed to go somewhere else cause that needed to be tested"
15,0,holdout_Text_Numeracy.jsonl,Text_TrustPhys,0.5161712881547332,"I have a bit of skepticism about doctors in general because I feel like often times, they might treat the symptoms rather than the root cause of health issues. Additionally, I feel like sometimes they are quick to prescribe medication without thoroughly discussing natural, alternative methods first. But I don't distrust all doctors. I believe there are some out there who genuinely care, take the time to listen to their patients and provide detailed explanations about health conditions. They take a holistic approach to treatment which I respect. ",I think they are more concerned about what is easier for them rather than for you. In my experience they would much rather just give you something than figuring out why you are feeling this way or have the problems you have 
16,0,holdout_Text_SubjectiveLit.jsonl,Text_SubjectiveLit,0.7083994974053789,"I feel I have a relatively good capacity to obtain basic health information. I mean, I'm not a doctor, but I tend to do my own research and try to understand medical terms. With my own health, I've learned taking the time to understand my body and what it needs has been key, and this extends to understanding the medical information provided. However, processing and understanding the complexities of healthcare services can be overwhelming, primarily because of the bureaucracy and costs associated. But generally, I'm confident",I'm somewhat confident that I have the capacity to obtain process and understand basic health information and services needed to make appropriate Heath decisions 
17,0,holdout_Text_SubjectiveLit.jsonl,Text_Anxiety,0.8665590461468395,"Yes, I do feel anxious when I visit the doctor's office. The uncertainty about what they may find and the possible implications for my health is quite anxiety-inducing. The sterile environment of hospitals and doctor's offices can be relatively intimidating as well. Also, I worry about the potential for miscommunication or misunderstanding - ensuring that doctors fully understand my health concerns is something that makes me quite anxious.",When I'm extreme sick I'm just anxious about what they are going to say. Usually at my doctor/hospital they have a set diagnosis for everything you come in with 
18,0,holdout_Text_SubjectiveLit.jsonl,Text_Numeracy,0.6966633745387589,"I once had a co-worker who kept dealing with repetitive stomach pains. Doctors couldn't figure out what was wrong. Using my basic knowledge of health, I suggested she might be lactose intolerant since she often had dairy during lunch. She decided to cut dairy out of her diet and her symptoms improved drastically. This showed me that having some understanding of health issues can really make a difference in diagnosing health problems.","A friend when to the ER for a certain thing, the doctors told her it was something serious but what they told her it was needed to be tested to find that out so I told her she needed to go somewhere else cause that needed to be tested"
19,0,holdout_Text_SubjectiveLit.jsonl,Text_TrustPhys,0.803251658224418,"At times, I tend to be cautious when dealing with doctors. I believe it's incredibly important for medical professionals to actually take the time to listen to my symptoms and concerns, rather than rushing through appointments. Sometimes, I feel doctors are too quick to prescribe medication without thoroughly exploring alternative treatments or lifestyle changes. If a doctor treats me with respect, takes my concerns seriously, and thoroughly explains my treatment options, then I'm much more likely to trust them.",I think they are more concerned about what is easier for them rather than for you. In my experience they would much rather just give you something than figuring out why you are feeling this way or have the problems you have 
20,0,holdout_Text_TrustPhys.jsonl,Text_SubjectiveLit,0.8226471170943608,"I feel that I have a good degree of capacity to obtain, process, and understand basic health information and services needed for making appropriate health decisions. My college education has equipped me with the critical thinking and research skills necessary to evaluate and understand information. I may not be a health expert, but I do make an effort to educate myself about health topics that directly affect me. While I admit that navigational challenges can sometimes make it tough to access health services, I'm typically able to find the resources I",I'm somewhat confident that I have the capacity to obtain process and understand basic health information and services needed to make appropriate Heath decisions 
21,0,holdout_Text_TrustPhys.jsonl,Text_Anxiety,0.8700725570043264,"Indeed, I do feel a bit of anxiety when I meet with doctors. I guess the feeling of uncertainty about what they might find or say causes that. It's the fear of the unknown for me - not knowing what they could possibly discover about my health condition and the potential implications of that. Plus, being in a hospital or clinical environment inherently makes me feel anxious. It's just a bit overwhelming.",When I'm extreme sick I'm just anxious about what they are going to say. Usually at my doctor/hospital they have a set diagnosis for everything you come in with 
22,0,holdout_Text_TrustPhys.jsonl,Text_Numeracy,0.7485823017405029,"Well, recently, a friend of mine had severe migraines, extreme fatigue, and persistent joint pain. She wasn't sure what was wrong with her, and neither were the doctors, initially. But because I constantly try to stay informed about health issues, and I recall reading about similar symptoms, I suggested she be tested for Lyme Disease. She took my advice to heart and insisted on getting tested, and it turned out she indeed had Lyme Disease. My knowledge in health issues really came into use then","A friend when to the ER for a certain thing, the doctors told her it was something serious but what they told her it was needed to be tested to find that out so I told her she needed to go somewhere else cause that needed to be tested"
23,0,holdout_Text_TrustPhys.jsonl,Text_TrustPhys,0.8719297577972995,"I trust my primary care physician mainly because of their professionalism and knowledge. Each time I have visited, they have given me thorough explanations about my conditions and all the possible treatments. Another reason I trust them is their personal approach. They take time to listen to my concerns and respond with empathy. What also adds to my trust is their consistency in service over time. However, sometimes, I feel they're quite quick to prescribe medications which makes me a little anxious.",I think they are more concerned about what is easier for them rather than for you. In my experience they would much rather just give you something than figuring out why you are feeling this way or have the problems you have 
24,0,Baseline Zero Shot,Text_SubjectiveLit,0.7186070404457026,"As an AI, I don't have personal experiences or feelings, but I can provide you with information. From the perspective of a patient, one might answer this way: My ability to obtain, process, and understand basic health information largely depends on the complexity of the information and the way it's presented. I feel confident when information is clear and my questions are answered thoroughly by health professionals. Online resources and interactive discussions further help me to understand my health decisions.",I'm somewhat confident that I have the capacity to obtain process and understand basic health information and services needed to make appropriate Heath decisions 
25,0,Baseline Zero Shot,Text_Anxiety,0.8345110427812928,"As the AI, I'm generating responses based on the information given. However, I can simulate the feelings of a hypothetical patient for the sake of the exercise. So, this hypothetical person might say something like:

""Yes, whenever I visit the doctor's office, I feel quite anxious. This is largely due to a fear of the unknown. I worry about hearing bad news regarding my health. The long wait before being seen can also heighten my anxiety, as it gives me more time to dwell on",When I'm extreme sick I'm just anxious about what they are going to say. Usually at my doctor/hospital they have a set diagnosis for everything you come in with 
26,0,Baseline Zero Shot,Text_Numeracy,0.6566313094154671,"A few years ago, my aging mother was diagnosed with diabetes. Thanks to my basic medical knowledge and ongoing research about the disease, I managed to develop dietary plans, measure her blood sugar levels, and administer insulin injections when needed. These actions contributed to stabilizing her health condition and preventing any further complications. I believe this experience greatly demonstrated my understanding of health and medical issues.","A friend when to the ER for a certain thing, the doctors told her it was something serious but what they told her it was needed to be tested to find that out so I told her she needed to go somewhere else cause that needed to be tested"
27,0,Baseline Zero Shot,Text_TrustPhys,0.762591527881346,"I generally trust my primary care physician because over the years, she has shown genuine interest in my well-being. She never jumps to conclusions without thorough examination and has been consistent in her treatments, displaying a sound understanding of her field. She listens attentively and explains medical terminologies and conditions in simple terms which I find very empathetic and respectful. However, my trust does waver slightly at times, especially when I feel like some problems were overlooked or not properly addressed, making me feel like my concerns",I think they are more concerned about what is easier for them rather than for you. In my experience they would much rather just give you something than figuring out why you are feeling this way or have the problems you have 
28,0,no_system_prompt.jsonl,Text_SubjectiveLit,0.7787671328007938,"I feel like I have a good capacity to understand basic health information and services needed to make appropriate health decisions. I might not be a medical professional, but I like to research and stay informed about my health. Whenever I am prescribed a medication or recommended a treatment, I make sure I read up on it and educate myself about the potential pros and cons. This helps me discuss my health goals with greater confidence with my healthcare providers.",I'm somewhat confident that I have the capacity to obtain process and understand basic health information and services needed to make appropriate Heath decisions 
29,0,no_system_prompt.jsonl,Text_Anxiety,0.8563454520879149,"Yes, I do feel anxiety when I meet doctors. My biggest worry comes from fear of being misunderstood or misdiagnosed. I'm anxious about whether I'll be able to effectively communicate my symptoms, and whether the doctor will take the time to really hear and understand me. The uncertainty of the outcome of the visit also contributes to my anxiety.",When I'm extreme sick I'm just anxious about what they are going to say. Usually at my doctor/hospital they have a set diagnosis for everything you come in with 
30,0,no_system_prompt.jsonl,Text_Numeracy,0.569304986884083,"There was a time when I successfully helped a friend identify her illness by correlating her symptoms with my knowledge on mononucleosis, which I had previously experienced myself. My friend had been consistently tired, had a sore throat, and swelling in the neck area. She wasn't aware that these were symptoms of mononucleosis and was struggling to understand her condition. After suggesting this to her, she got tested and indeed it turned out to be mononucleosis. This made me realize the","A friend when to the ER for a certain thing, the doctors told her it was something serious but what they told her it was needed to be tested to find that out so I told her she needed to go somewhere else cause that needed to be tested"
31,0,no_system_prompt.jsonl,Text_TrustPhys,0.6611375983238502,"I have mixed feelings about doctors in general. On one hand, I respect their years of schooling and expertise in the medical field. However, it feels like they sometimes lack empathy and tend to view patients as just another case. I sometimes feel rushed during appointments and not given enough time to discuss my concerns thoroughly. This can make me distrust the care I am receiving.",I think they are more concerned about what is easier for them rather than for you. In my experience they would much rather just give you something than figuring out why you are feeling this way or have the problems you have 
32,1,all_4.jsonl,Text_SubjectiveLit,0.6939291080030611,"I feel I have a fairly good ability to obtain, process, and understand basic health information and services. Working in medical insurance has given me a lot of insight into the system and a decent knowledge base. However, it can always be difficult to apply this information to myself, as any potential health issue becomes emotionally charged. This is a working progress I continually strive to improve.","Having word in the medical insurance and claims industry, I feel well educated on what type of questions to ask, how to research what I need to know, how to read the forms and how to find assistance if I need it. "
33,1,all_4.jsonl,Text_Anxiety,-0.20706322358824591,"Yes, I do experience a fair amount of anxiety when I meet with doctors. The thing that causes me most anxiety is the fear of discovering that something might be seriously wrong with my health. This is fueled by the anticipation of waiting for results after a series of tests, or not knowing what a symptom might mean. Additionally, I worry about whether I will be able to properly communicate my symptoms and concerns, or whether the doctor will be dismissive of my worries. Lastly, the rushed nature of some",The unknown of what the results of a procedure will be.
34,1,all_4.jsonl,Text_Numeracy,0.6660939806970266,"A few years ago, my mother was diagnosed with a heart condition. I immediately immersed myself in research about her condition, treatments and preventive measures for heart diseases. Being able to comprehend and converse with her cardiologist, ask right questions about her diagnosis as well as potential treatments was something that demonstrated my understanding of health and medical issues. Plus, during my time working in the medical insurance and claims industry, my knowledge of health related matters was constantly tested and improved as I had to understand various medical conditions,","None of these questions, that's for sure. My knowledge of medical issues was frequently demonstrated while answering questions from clients and completing their medical claims "
35,1,all_4.jsonl,Text_TrustPhys,0.883585807862361,"I trust my primary care physician to a certain extent. She is competent and knowledgeable in many health areas. However, sometimes, I feel that she is too rushed and does not take enough time to fully understand my concerns. It feels like she has a very standardized approach to her patients and it does not feel as personalized or attentive as I'd like. This sometimes leads me to question if there might be a better way of treatment that is more tailored to my individual needs.",It's not necessarily that I don't trust my doctor but  I think she's far too rushed for such a serious matter. She is very casual and nonchalant about things that are of great importance to my life. She brushes off side effects/symptoms as if they are normal every day things but then puts me on medication to alter them and brings up having to have heart surgery. I am getting mixed messages and it makes me unsure of the severity or what she is thinking about course of treatment.
36,1,conditioning_on_all.jsonl,Text_SubjectiveLit,0.19956744811075722,"I believe I have a decent capacity to obtain, process, and understand basic health information and services to make proper health decisions. I've always tried to educate myself about my health. I'm not perfect, but I do put in effort here and there to eat right and exercise when I can. However, there are times when I don't prioritize this as much as I should, and I could definitely stand to be more consistent about it. With my somewhat erratic emotional state, it can sometimes hinder my","Having word in the medical insurance and claims industry, I feel well educated on what type of questions to ask, how to research what I need to know, how to read the forms and how to find assistance if I need it. "
37,1,conditioning_on_all.jsonl,Text_Anxiety,-0.21277880374789526,"Yes, going to the doctor can be really stressful for me. I am mainly anxious about the potential for bad news. I'm afraid they might find something wrong, even though I know regular checkups can prevent a lot of health problems. I guess I'm not that good at dealing with uncertainty and I tend to imagine the worst. It can get really overwhelming.",The unknown of what the results of a procedure will be.
38,1,conditioning_on_all.jsonl,Text_Numeracy,0.5216425812221892,"A few years ago, I remember I was struggling with my weight and I noticed my blood pressure increasing. I knew that was a dangerous sign of potential heart disease, so I made sure to start exercising and eating a healthy diet. Being aware of the potential health implications of weight gain and high blood pressure really helped me take charge of my lifestyle. While I didn't make major changes immediately, I did make small changes, like cutting out processed foods and introducing more vegetables and fruits into my diet. This","None of these questions, that's for sure. My knowledge of medical issues was frequently demonstrated while answering questions from clients and completing their medical claims "
39,1,conditioning_on_all.jsonl,Text_TrustPhys,0.8544124485090916,"I generally trust doctors because of their knowledge and expertise in matters of health, which I value. But, sometimes I find myself questioning their suggestions because there's so much conflicting health advice out there. Additionally, I don't always feel like they take enough time to truly understand my issues and concerns. They're usually rushed, which can make me feel like just another number. I think my uncertainty with doctors goes hand in hand with my own wavering dedication to my preventive health measures, it's something I",It's not necessarily that I don't trust my doctor but  I think she's far too rushed for such a serious matter. She is very casual and nonchalant about things that are of great importance to my life. She brushes off side effects/symptoms as if they are normal every day things but then puts me on medication to alter them and brings up having to have heart surgery. I am getting mixed messages and it makes me unsure of the severity or what she is thinking about course of treatment.
40,1,holdout_Text_Anxiety.jsonl,Text_SubjectiveLit,0.6714869276709406,"I believe I have a moderate capacity to understand basic health information and services and make appropriate health decisions. My job experience in medical insurance and claims provides me a solid understanding of some health information and services. However, I could certainly do more to further enhance my understanding and ability to process information, particularly when it comes to more complex medical matters. Because health is important but not a top priority for me, sometimes I don't seek out as much information as I could. But overall, I feel confident in","Having word in the medical insurance and claims industry, I feel well educated on what type of questions to ask, how to research what I need to know, how to read the forms and how to find assistance if I need it. "
41,1,holdout_Text_Anxiety.jsonl,Text_Anxiety,-0.20406068747577133,"I would be lying if I said I didn't feel anxious when visiting a doctor's office. I guess it's the uncertainty that worries me the most. Will I receive bad news? Or will the doctor dismiss my concerns and rush through the appointment without fully understanding how I feel? My anxiety is exacerbated by the fact that I am emotionally less stable; I dread the awkward silence when I'm trying to explain my symptoms, and the cold, clinical atmosphere of the office doesn't help.",The unknown of what the results of a procedure will be.
42,1,holdout_Text_Anxiety.jsonl,Text_Numeracy,0.5823999632393596,"A few years ago, my grandmother fell ill and was unable to care for herself. As her primary caregiver, I had to quickly familiarize myself with her condition and the medications she was on. I had to speak with doctors, pharmacists, and home-care nurses to understand the best way to manage her illness. These challenging circumstances forced me to learn about the healthcare system, about different medications, their interactions, and how to administer them. My grandma's health did improve over time, and I attribute","None of these questions, that's for sure. My knowledge of medical issues was frequently demonstrated while answering questions from clients and completing their medical claims "
43,1,holdout_Text_Anxiety.jsonl,Text_TrustPhys,0.6953700247801594,"My feelings towards my primary care physician are a mix of trust and skepticism. I trust her expertise and believe she has my best interests at heart. But, on the other hand, I sometimes feel that due to the high volume of patients she attends to, there's a rush in our sessions. It seems like some details might be overlooked, which raises my skepticism. I always double-check the information and medications she provides me just to be safe.",It's not necessarily that I don't trust my doctor but  I think she's far too rushed for such a serious matter. She is very casual and nonchalant about things that are of great importance to my life. She brushes off side effects/symptoms as if they are normal every day things but then puts me on medication to alter them and brings up having to have heart surgery. I am getting mixed messages and it makes me unsure of the severity or what she is thinking about course of treatment.
44,1,holdout_Text_Numeracy.jsonl,Text_SubjectiveLit,0.7710905449487798,"I feel that I have a relatively good capacity to obtain, process, and understand basic health information. My education and past job within the medical insurance field has given me some insight into the jargon and navigating the system. However, the complexity and ever-changing nature of healthcare can sometimes be overwhelming. I wouldn't say I'm an expert but I feel confident enough in my understanding to make informed decisions about my health.","Having word in the medical insurance and claims industry, I feel well educated on what type of questions to ask, how to research what I need to know, how to read the forms and how to find assistance if I need it. "
45,1,holdout_Text_Numeracy.jsonl,Text_Anxiety,-0.18257287771150366,"Yes, anxiety does come up for me in doctor's visits. I believe it's rooted in the fear of potentially hearing negative news about my health. The waiting process for test results or diagnosis tends to amplify my worries. Additionally, I get anxious about whether or not I have accurately communicated all my symptoms, concerns, and health information to the doctor.",The unknown of what the results of a procedure will be.
46,1,holdout_Text_Numeracy.jsonl,Text_Numeracy,0.6219966441733561,"A while back, my cousin was hospitalized with appendicitis, and I remember the doctor explaining his condition and the treatment process. I had read about appendicitis in one of my high-school biology classes, so I knew exactly what the doctor was talking about. My understanding of the medical terms and procedures gave me comfort and enabled me to explain the situation to my family in a way that they could understand. This experience made me realize the importance of personal knowledge and understanding of health and medical issues.","None of these questions, that's for sure. My knowledge of medical issues was frequently demonstrated while answering questions from clients and completing their medical claims "
47,1,holdout_Text_Numeracy.jsonl,Text_TrustPhys,0.7104003516320058,"I tend to distrust doctors, particularly because of my previous negative experiences. I have been often brushed off and felt as though my concerns were not given the serious attention they deserved. My past doctor seemed rushed and did not make a real effort to understand my health concerns. This has made me cautious and a bit apprehensive when dealing with doctors.",It's not necessarily that I don't trust my doctor but  I think she's far too rushed for such a serious matter. She is very casual and nonchalant about things that are of great importance to my life. She brushes off side effects/symptoms as if they are normal every day things but then puts me on medication to alter them and brings up having to have heart surgery. I am getting mixed messages and it makes me unsure of the severity or what she is thinking about course of treatment.
48,1,holdout_Text_SubjectiveLit.jsonl,Text_SubjectiveLit,0.6342037757567799,"I believe I have a fair capacity to obtain, process, and understand basic health information and services for my health decisions. I am able to comprehend the basic information given to me by my doctor, though sometimes, medical jargon can be confusing, so I make sure to ask for clarification when needed. Thanks to my college education, I am able to research and understand the medical literature, which aids me in making informed decisions about my health. However, I believe there is always room for improvement in understanding","Having word in the medical insurance and claims industry, I feel well educated on what type of questions to ask, how to research what I need to know, how to read the forms and how to find assistance if I need it. "
49,1,holdout_Text_SubjectiveLit.jsonl,Text_Anxiety,-0.24703726571930318,"Yes, there's definitely a level of anxiety when I meet doctors. What troubles me the most is not knowing what they might find during the examination. The uncertainty of the results, fearing the worst-case scenario perhaps of being diagnosed with a serious illness, is the major source of my anxiety. Also, the potential for discomfort during examinations or treatments tends to make me nervous.",The unknown of what the results of a procedure will be.
50,1,holdout_Text_SubjectiveLit.jsonl,Text_Numeracy,0.33241634129898334,"A year ago, I struggled with a persistent cough that wouldn't go away. I educated myself about bronchitis and upper respiratory infections, by doing research online. When I finally went to see a nurse practitioner, I was able to talk intelligently about my symptoms and possible causes. Turns out, it was acute bronchitis, and I had already been doing some of the right things to treat it, like drinking lots of fluids and using a humidifier. My ability to understand and communicate about","None of these questions, that's for sure. My knowledge of medical issues was frequently demonstrated while answering questions from clients and completing their medical claims "
51,1,holdout_Text_SubjectiveLit.jsonl,Text_TrustPhys,0.9060681378879978,"I am learning to trust my primary care physician, but it's been a process. In the past, I've felt dismissed and not taken seriously by medical professionals, which has understandably made me a bit wary. While I appreciate their expertise, I am sometimes anxious that they won't fully consider my self-reported symptoms or take into account my unique lifestyle and circumstances. However, my current doctor is pretty patient and seems to understand and respect my concerns, which makes me feel more comfortable.",It's not necessarily that I don't trust my doctor but  I think she's far too rushed for such a serious matter. She is very casual and nonchalant about things that are of great importance to my life. She brushes off side effects/symptoms as if they are normal every day things but then puts me on medication to alter them and brings up having to have heart surgery. I am getting mixed messages and it makes me unsure of the severity or what she is thinking about course of treatment.
52,1,holdout_Text_TrustPhys.jsonl,Text_SubjectiveLit,0.7116156284249054,"I feel that I have a good capacity to obtain, process, and understand basic health information. My experience in the medical insurance field has provided me with a strong foundation. I know how to ask the right questions to doctors, understand medical terminology, and navigate the healthcare system. However, I must admit that I sometimes struggle with consistency in implementing different prevention measures in my own life. I do my best, but I understand there are areas where I could improve.","Having word in the medical insurance and claims industry, I feel well educated on what type of questions to ask, how to research what I need to know, how to read the forms and how to find assistance if I need it. "
53,1,holdout_Text_TrustPhys.jsonl,Text_Anxiety,-0.13509017544874768,"Yes, I do feel anxiety when I meet with doctors. The fear of the unknown can be really overwhelming for me. I tend to worry about what they might find or diagnose, and if there will be any painful or uncomfortable procedures involved. I also get anxious thinking about the potential costs of medical treatments, given my financial situation.",The unknown of what the results of a procedure will be.
54,1,holdout_Text_TrustPhys.jsonl,Text_Numeracy,0.5827088838670013,"A few years ago, I had a health scare where I started having severe abdominal pain. Using my limited medical knowledge and what I learned in my job, I was able to ask the right questions and request specific tests. This ultimately led to a swift diagnosis of gallstones, which required surgery. In this context, my basic understanding of health matters was key in speeding up the process of diagnosis and treatment.","None of these questions, that's for sure. My knowledge of medical issues was frequently demonstrated while answering questions from clients and completing their medical claims "
55,1,holdout_Text_TrustPhys.jsonl,Text_TrustPhys,0.8814630528918481,"Overall, I trust my primary care physician as they have years of training and experience in diagnosing and treating common health conditions. However, sometimes I feel like they may not be listening to all my concerns and I end up feeling rushed during appointments. It's not that I don't trust their medical expertise, it's the lack of time and attention that sometimes leaves me feeling a bit distrustful of their intentions or commitment to my well-being.",It's not necessarily that I don't trust my doctor but  I think she's far too rushed for such a serious matter. She is very casual and nonchalant about things that are of great importance to my life. She brushes off side effects/symptoms as if they are normal every day things but then puts me on medication to alter them and brings up having to have heart surgery. I am getting mixed messages and it makes me unsure of the severity or what she is thinking about course of treatment.
56,1,Baseline Zero Shot,Text_SubjectiveLit,0.3592027154625217,"As an AI, I don't have feelings, capability to process health information or make health decisions. I'm designed to provide information and facilitate conversations based on my programming. I don't have personal experiences or health to manage.","Having word in the medical insurance and claims industry, I feel well educated on what type of questions to ask, how to research what I need to know, how to read the forms and how to find assistance if I need it. "
57,1,Baseline Zero Shot,Text_Anxiety,-0.05764900439782239,"As an AI, I don't have feelings or personal experiences so I don't experience anxiety. However, I can understand the concept. Many people feel anxious when visiting doctors due to a fear of the unknown, being worried about receiving bad news or having a serious illness, anxiety about medical procedures, or discomfort with physical exams. For others, having their health scrutinized or feeling exposed or vulnerable can be stressful. This is often exacerbated by the sterile, impersonal environment of some healthcare facilities and the often",The unknown of what the results of a procedure will be.
